date,temperature,rainfall,year,month,rolling_mean,anomaly,index
2016-02-21,32.98193434652174,92,2016,2,31.371061898545342,0,416
2016-02-22,29.740967834909434,15,2016,2,31.39383156409313,0,417
2016-02-23,33.24264150698912,29,2016,2,31.626481659858552,0,418
2016-02-24,32.42683563973789,83,2016,2,31.56403410120642,0,419
2016-02-25,32.81162753751059,72,2016,2,31.6795709121396,0,420
2016-02-26,35.40544587416808,28,2016,2,31.885545752452003,0,421
2016-02-27,32.248101667684715,88,2016,2,31.869968112778682,0,422
2016-02-28,32.205026811078085,98,2016,2,31.85590397365085,0,423
2016-02-29,34.21680758250171,24,2016,2,31.96168024206254,0,424
2016-03-01,33.58792209021674,93,2016,3,32.15239876509112,0,425
2016-03-02,31.68150741462097,41,2016,3,32.23572646934193,0,426
2016-03-03,35.30914753752119,50,2016,3,32.27539650420004,0,427
2016-03-04,33.061881041722856,64,2016,3,32.35063033731664,0,428
2016-03-05,33.31996156248927,1,2016,3,32.43381648374562,0,429
2016-03-06,32.55997092615777,24,2016,3,32.6179673346046,0,430
2016-03-07,34.36110107109713,5,2016,3,32.86839877694891,0,431
2016-03-08,34.06079970470826,82,2016,3,32.89262876286933,0,432
2016-03-09,31.256191948581655,82,2016,3,32.85755212112371,0,433
2016-03-10,35.84398341939155,55,2016,3,33.03006112809898,0,434
2016-03-11,36.28054469574451,33,2016,3,33.04949196361579,0,435
2016-03-12,33.49875063136523,95,2016,3,33.10482349931891,0,436
2016-03-13,36.32648675871882,52,2016,3,33.23922501062573,0,437
2016-03-14,38.38221104644185,57,2016,3,33.520347792017404,1,438
2016-03-15,36.95246053490325,96,2016,3,33.73181558206103,0,439
2016-03-16,34.92131446279799,29,2016,3,33.890600421287495,0,440
2016-03-17,40.34075882701383,65,2016,3,34.078121021555496,1,441
2016-03-18,34.88957622620154,47,2016,3,34.092233032575926,0,442
2016-03-19,37.16159454259959,39,2016,3,34.29099263007894,0,443
2016-03-20,35.334721201351954,6,2016,3,34.262363733033276,0,444
2016-03-21,33.214711422375494,5,2016,3,34.25416619557076,0,445
2016-03-22,36.9608916331666,72,2016,3,34.386798105125585,0,446
2016-03-23,31.26307627668936,85,2016,3,34.43753505318492,0,447
2016-03-24,35.29434647110964,96,2016,3,34.505925218655605,0,448
2016-03-25,36.16324248579862,19,2016,3,34.6304721135243,0,449
2016-03-26,33.98184846404136,52,2016,3,34.66947947774199,0,450
2016-03-27,35.17641364829201,12,2016,3,34.661845070212784,0,451
2016-03-28,35.19206798286921,37,2016,3,34.75997728071893,0,452
2016-03-29,35.25954634832089,35,2016,3,34.86179459862703,0,453
2016-03-30,36.24199009603142,54,2016,3,34.92930068241136,0,454
2016-03-31,38.19137666968329,75,2016,3,35.08274916839357,1,455
2016-04-01,34.904716077210765,49,2016,4,35.19018945714656,0,456
2016-04-02,33.165280149608144,99,2016,4,35.118727210882795,0,457
2016-04-03,38.05000045502478,29,2016,4,35.284997857992856,0,458
2016-04-04,35.512914885562644,69,2016,4,35.358096302095305,0,459
2016-04-05,32.58524927023738,87,2016,4,35.35893891356463,0,460
2016-04-06,35.91416454351438,25,2016,4,35.41070769597853,0,461
2016-04-07,36.02997174461748,6,2016,4,35.476346763975506,0,462
2016-04-08,35.646244769865355,56,2016,4,35.6226818580183,0,463
2016-04-09,29.544808936993583,73,2016,4,35.412709375271696,0,464
2016-04-10,33.02260180562097,11,2016,4,35.30411127893424,0,465
2016-04-11,36.14941209656814,67,2016,4,35.39246666110767,0,466
2016-04-12,38.932255548893856,53,2016,4,35.47932562078017,1,467
2016-04-13,34.772836336050865,11,2016,4,35.35901313043381,0,468
2016-04-14,30.131334476672826,6,2016,4,35.13164226182614,0,469
2016-04-15,32.54470084923633,25,2016,4,35.05242180804075,0,470
2016-04-16,38.21978999281544,65,2016,4,34.981722846900794,1,471
2016-04-17,32.10845947520874,44,2016,4,34.88901895520103,0,472
2016-04-18,33.757473710429856,9,2016,4,34.77554826079538,0,473
2016-04-19,31.803310585729665,10,2016,4,34.657834573607964,0,474
2016-04-20,36.03541828515116,18,2016,4,34.75185813570049,0,475
2016-04-21,31.752023892564786,54,2016,4,34.57822921101376,0,476
2016-04-22,32.57512992970371,22,2016,4,34.621964332780905,0,477
2016-04-23,31.57432062588821,59,2016,4,34.49796347127353,0,478
2016-04-24,34.87904178020737,67,2016,4,34.45515678108715,0,479
2016-04-25,35.318532130776966,44,2016,4,34.499712903311675,0,480
2016-04-26,32.48382751585221,59,2016,4,34.40996003223035,0,481
2016-04-27,33.709748612681096,40,2016,4,34.36054938655741,0,482
2016-04-28,35.16750656073611,1,2016,4,34.35748139363792,0,483
2016-04-29,32.55767872654757,18,2016,4,34.23467101465512,0,484
2016-04-30,38.06573766302308,8,2016,4,34.23048304776645,0,485
2016-05-01,34.17843922687849,16,2016,5,34.20627381942204,0,486
2016-05-02,32.199651633099144,68,2016,5,34.174086202205075,0,487
2016-05-03,31.29448083584478,88,2016,5,33.94890221489907,0,488
2016-05-04,31.090846551275142,98,2016,5,33.801499937089496,0,489
2016-05-05,33.722172016964315,88,2016,5,33.83939736198038,0,490
2016-05-06,34.74085629165576,49,2016,5,33.80028708691843,0,491
2016-05-07,32.21803877875877,28,2016,5,33.67322265472314,0,492
2016-05-08,29.982611673862046,63,2016,5,33.48443488485636,0,493
2016-05-09,31.869845863712168,54,2016,5,33.56193611574699,0,494
2016-05-10,34.109767982582945,80,2016,5,33.59817498831239,0,495
2016-05-11,34.926399792337975,36,2016,5,33.55740791150471,0,496
2016-05-12,31.00008504422147,62,2016,5,33.29300222801563,0,497
2016-05-13,33.040056224815224,93,2016,5,33.23524289097444,0,498
2016-05-14,33.35304894815708,48,2016,5,33.34263337335725,0,499
2016-05-15,31.797222335029275,45,2016,5,33.31771742288369,0,500
2016-05-16,33.17215279839833,19,2016,5,33.14946284973645,0,501
2016-05-17,30.975798169107534,79,2016,5,33.11170747286641,0,502
2016-05-18,30.55814723846427,81,2016,5,33.00506325713422,0,503
2016-05-19,32.22352645022395,43,2016,5,33.01907045261736,0,504
2016-05-20,29.497594019191364,60,2016,5,32.80114297708538,0,505
2016-05-21,32.75167316349471,67,2016,5,32.834464619449705,0,506
2016-05-22,32.70071463708451,48,2016,5,32.8386507763624,0,507
2016-05-23,28.473242305594475,22,2016,5,32.73528149901927,0,508
2016-05-24,30.88344707180045,8,2016,5,32.60209500873904,0,509
2016-05-25,32.85517805518688,34,2016,5,32.51998320621937,0,510
2016-05-26,27.982970832215738,11,2016,5,32.36995465009815,0,511
2016-05-27,30.440646307698646,23,2016,5,32.260984573265404,0,512
2016-05-28,31.981393684588905,94,2016,5,32.15478081072717,0,513
2016-05-29,32.15418734662994,13,2016,5,32.14133109806325,0,514
2016-05-30,29.328431691130145,93,2016,5,31.850087565666815,0,515
2016-05-31,30.940254122247442,70,2016,5,31.742148062179112,0,516
2016-06-01,28.246200269062843,5,2016,6,31.61036635004457,0,517
2016-06-02,31.097198482946613,96,2016,6,31.603790271614628,0,518
2016-06-03,27.026943435935742,39,2016,6,31.46832683443665,0,519
2016-06-04,29.808445699932296,16,2016,6,31.337869290535586,0,520
2016-06-05,22.04754089738582,4,2016,6,30.914758777393253,0,521
2016-06-06,29.80046323211401,78,2016,6,30.834172925838427,0,522
2016-06-07,29.270426255799833,42,2016,6,30.81043341190302,0,523
2016-06-08,30.9250413111024,55,2016,6,30.778939926816026,0,524
2016-06-09,32.95278700698275,68,2016,6,30.74037389429602,0,525
2016-06-10,29.155131487478357,91,2016,6,30.547998284134035,0,526
2016-06-11,28.523428578841095,48,2016,6,30.465443068621354,0,527
2016-06-12,29.036856202082483,20,2016,6,30.332003067863596,0,528
2016-06-13,29.215705740959578,2,2016,6,30.194091627623678,0,529
2016-06-14,28.175742235970564,85,2016,6,30.073375624321724,0,530
2016-06-15,26.852111475848005,19,2016,6,29.862707580236712,0,531
2016-06-16,27.797779296473774,62,2016,6,29.75677361781559,0,532
2016-06-17,26.21653883322619,95,2016,6,29.612053337640987,0,533
2016-06-18,26.226269220363026,82,2016,6,29.412144763312288,0,534
2016-06-19,30.319907817214926,95,2016,6,29.439555223246405,0,535
2016-06-20,25.843184443025795,43,2016,6,29.20927226589744,0,536
2016-06-21,27.288078955120067,59,2016,6,29.028851076498622,0,537
2016-06-22,25.702773069829963,81,2016,6,28.93650210197314,0,538
2016-06-23,26.74839407628937,61,2016,6,28.798667002122773,0,539
2016-06-24,27.767069749581633,98,2016,6,28.62906339193593,0,540
2016-06-25,25.366368731140767,43,2016,6,28.5418433219001,0,541
2016-06-26,28.674852397879096,28,2016,6,28.482983524906114,0,542
2016-06-27,24.680697769887704,23,2016,6,28.239626994416074,0,543
2016-06-28,25.572839940289533,40,2016,6,28.020248747538062,0,544
2016-06-29,23.107216742769875,77,2016,6,27.812874915926052,0,545
2016-06-30,27.852581509627054,61,2016,6,27.709952495505373,0,546
2016-07-01,24.681200185329775,94,2016,7,27.591119159380938,0,547
2016-07-02,27.66775386885508,80,2016,7,27.47680433891122,0,548
2016-07-03,27.363532231856578,44,2016,7,27.488023965441915,0,549
2016-07-04,26.029807520115668,81,2016,7,27.36206935944802,0,550
2016-07-05,23.013714900329028,85,2016,7,27.394275159546133,0,551
2016-07-06,20.05450235372807,22,2016,7,27.069409796933265,0,552
2016-07-07,25.96400206789024,21,2016,7,26.959195657336284,0,553
2016-07-08,21.77615881005709,28,2016,7,26.654232907301438,0,554
2016-07-09,24.927220698868705,23,2016,7,26.386714030364303,0,555
2016-07-10,22.717355642646563,50,2016,7,26.172121502203243,0,556
2016-07-11,25.845278599698634,23,2016,7,26.08284983623183,0,557
2016-07-12,21.212922011228226,27,2016,7,25.82205202987002,0,558
2016-07-13,24.757732637886633,27,2016,7,25.673452926434255,0,559
2016-07-14,22.5968750110309,98,2016,7,25.487490685602932,0,560
2016-07-15,27.662059194167348,35,2016,7,25.51448894288024,0,561
2016-07-16,25.71598483913607,29,2016,7,25.445095794302322,0,562
2016-07-17,19.109812411164487,16,2016,7,25.208204913566927,0,563
2016-07-18,21.63139703791039,8,2016,7,25.055042507485176,0,564
2016-07-19,21.584500697967044,98,2016,7,24.76386227017691,0,565
2016-07-20,23.006223214312215,97,2016,7,24.66929689588646,0,566
2016-07-21,22.394266010844717,82,2016,7,24.50616979774395,0,567
2016-07-22,19.547846564641734,44,2016,7,24.301005580904345,0,568
2016-07-23,22.281785235468977,93,2016,7,24.15211861954366,0,569
2016-07-24,23.194214201022053,91,2016,7,23.99969010125834,0,570
2016-07-25,20.98369749961583,9,2016,7,23.853601060207513,0,571
2016-07-26,21.38600673353516,40,2016,7,23.61063953806271,0,572
2016-07-27,19.666324377350783,74,2016,7,23.443493758311483,0,573
2016-07-28,23.100518017081427,3,2016,7,23.361083027537877,0,574
2016-07-29,18.658498377462884,87,2016,7,23.212792415360976,0,575
2016-07-30,19.27942960048026,11,2016,7,22.927020685056085,0,576
2016-07-31,21.586028889675344,51,2016,7,22.82384830853427,0,577
2016-08-01,19.61817769239615,31,2016,8,22.555529102652308,0,578
2016-08-02,19.532411914134066,72,2016,8,22.29449175872822,0,579
2016-08-03,21.543344719655515,95,2016,8,22.14494299871289,0,580
2016-08-04,19.414542676366185,75,2016,8,22.024970591247456,0,581
2016-08-05,19.24229989738114,18,2016,8,21.997897176035895,0,582
2016-08-06,22.057996661214066,10,2016,8,21.86769699581335,0,583
2016-08-07,21.25326015196855,65,2016,8,21.850267040543734,0,584
2016-08-08,21.02849744184723,17,2016,8,21.72030959864302,0,585
2016-08-09,19.653467486674476,55,2016,8,21.61817999344395,0,586
2016-08-10,22.460985910164617,19,2016,8,21.50537023712615,0,587
2016-08-11,19.520098368455738,32,2016,8,21.448942782367066,0,588
2016-08-12,18.573062268208897,49,2016,8,21.242787103377808,0,589
2016-08-13,19.58387514981232,32,2016,8,21.142353774670525,0,590
2016-08-14,17.836209738029076,52,2016,8,20.814825459465915,0,591
2016-08-15,17.194795316541565,79,2016,8,20.530785808712764,0,592
2016-08-16,15.228821513820767,49,2016,8,20.401419445467976,0,593
2016-08-17,15.669596060411827,5,2016,8,20.20269274621802,0,594
2016-08-18,16.619059623452088,50,2016,8,20.03717804373419,0,595
2016-08-19,18.85141033690063,62,2016,8,19.898684281153802,0,596
2016-08-20,20.652475982410067,61,2016,8,19.840624613539315,0,597
2016-08-21,20.495837473747308,66,2016,8,19.8722243105095,0,598
2016-08-22,14.455082515674883,63,2016,8,19.6113342198497,0,599
2016-08-23,20.524433325075456,35,2016,8,19.522341523984814,0,600
2016-08-24,18.48853593019469,97,2016,8,19.43916947167077,0,601
2016-08-25,16.228921312556334,11,2016,8,19.267266624304813,0,602
2016-08-26,15.922624067540202,51,2016,8,19.14247661397779,0,603
2016-08-27,13.961084791444188,51,2016,8,18.837828839789886,0,604
2016-08-28,15.89025980898838,75,2016,8,18.745554220840738,0,605
2016-08-29,16.696295262344965,56,2016,8,18.659449742902893,0,606
2016-08-30,15.674826753271144,35,2016,8,18.462409671689418,0,607
2016-08-31,18.299226993813473,58,2016,8,18.41844464840333,0,608
2016-09-01,18.15914898707288,30,2016,9,18.37266921750129,0,609
2016-09-02,16.152005189457746,72,2016,9,18.192957899828027,0,610
2016-09-03,16.21222808352501,31,2016,9,18.086214080066657,0,611
2016-09-04,15.53308811348656,81,2016,9,17.96257368727017,0,612
2016-09-05,19.755356569100247,9,2016,9,17.885819017533045,0,613
2016-09-06,17.84721636658676,35,2016,9,17.772284224686985,0,614
2016-09-07,14.416506959861954,11,2016,9,17.551884541954145,0,615
2016-09-08,18.27448189769009,76,2016,9,17.505918355654664,0,616
2016-09-09,18.074313363735286,92,2016,9,17.35969593744035,0,617
2016-09-10,17.368490178813776,77,2016,9,17.287975664452286,0,618
2016-09-11,18.559982478076765,25,2016,9,17.28753967144788,0,619
2016-09-12,13.601096237538242,12,2016,9,17.088113707705414,0,620
2016-09-13,15.20650932266949,5,2016,9,17.000457027193427,0,621
2016-09-14,13.098679775570705,5,2016,9,16.863919842494397,0,622
2016-09-15,15.702325230384176,58,2016,9,16.879703299713178,0,623
2016-09-16,15.815981592498742,34,2016,9,16.88458281744941,0,624
2016-09-17,18.13878500141504,0,2016,9,16.935240330048174,0,625
2016-09-18,14.66258799781015,93,2016,9,16.795612918745157,0,626
2016-09-19,17.281704456122103,17,2016,9,16.683253867868892,0,627
2016-09-20,14.948349719726606,33,2016,9,16.498337609401535,0,628
2016-09-21,15.225443079563899,63,2016,9,16.524016294864502,0,629
2016-09-22,15.939798230405222,20,2016,9,16.37119512504216,0,630
2016-09-23,12.539653923417983,21,2016,9,16.172899058149603,0,631
2016-09-24,14.48086510485593,14,2016,9,16.114630517892923,0,632
2016-09-25,17.910545196968133,80,2016,9,16.180894555540522,0,633
2016-09-26,15.543368030004734,66,2016,9,16.233637330159205,0,634
2016-09-27,14.926549617325254,77,2016,9,16.20151365710377,0,635
2016-09-28,16.292803279741022,68,2016,9,16.188063924350306,0,636
2016-09-29,11.633641205039936,51,2016,9,16.053357739409265,1,637
2016-09-30,18.657979492531094,76,2016,9,16.065316156033184,0,638
2016-10-01,14.209507257012207,64,2016,10,15.933661431697828,0,639
2016-10-02,14.701783693608126,90,2016,10,15.885320715169508,0,640
2016-10-03,18.060745458200795,19,2016,10,15.946937960992035,0,641
2016-10-04,13.21681267812431,31,2016,10,15.869728779813293,0,642
2016-10-05,16.346636461674358,76,2016,10,15.75610477623243,0,643
2016-10-06,15.359150321589583,22,2016,10,15.67316924139919,0,644
2016-10-07,18.030172492623276,42,2016,10,15.7936247591579,0,645
2016-10-08,14.637556667374252,95,2016,10,15.672393918147373,0,646
2016-10-09,14.683015474628967,95,2016,10,15.55935065517716,0,647
2016-10-10,15.69891771116592,96,2016,10,15.503698239588898,0,648
2016-10-11,14.80072692039278,27,2016,10,15.378389720999435,0,649
2016-10-12,16.78880783069983,78,2016,10,15.48464677410482,0,650
2016-10-13,16.9654371284666,53,2016,10,15.543277700964724,0,651
2016-10-14,18.149848903045488,56,2016,10,15.711650005213885,0,652
2016-10-15,15.388249299145059,16,2016,10,15.701180807505914,0,653
2016-10-16,11.972462247090329,82,2016,10,15.573063495992299,1,654
2016-10-17,16.76625104878352,99,2016,10,15.527312364237916,0,655
2016-10-18,13.090767048048296,99,2016,10,15.474918332579188,0,656
2016-10-19,14.533435156322605,82,2016,10,15.383309355919204,0,657
2016-10-20,13.82757460337352,51,2016,10,15.345950185374102,0,658
2016-10-21,18.604413448439434,78,2016,10,15.458582531003284,0,659
2016-10-22,19.957644772615257,98,2016,10,15.592510749076952,0,660
2016-10-23,18.357848077508105,53,2016,10,15.786450554213292,0,661
2016-10-24,14.526614601924386,28,2016,10,15.787975537448908,0,662
2016-10-25,15.495266334940187,11,2016,10,15.707466242047975,0,663
2016-10-26,20.33514335992181,6,2016,10,15.867192086378543,0,664
2016-10-27,15.85235526695577,26,2016,10,15.898052274699559,0,665
2016-10-28,16.590915711522115,51,2016,10,15.90798935575893,0,666
2016-10-29,14.47740303023077,31,2016,10,16.002781416598626,0,667
2016-10-30,16.997121816927404,4,2016,10,15.9474194940785,0,668
2016-10-31,17.46419559937862,30,2016,10,16.055909105490716,0,669
2016-11-01,16.45270562887489,17,2016,11,16.11427316999961,0,670
2016-11-02,14.349178771003997,29,2016,11,15.990554280426382,0,671
2016-11-03,18.12990701862318,32,2016,11,16.154324091776342,0,672
2016-11-04,15.599966519158267,33,2016,11,16.129435093692475,0,673
2016-11-05,17.146796988673135,60,2016,11,16.189023315928594,0,674
2016-11-06,15.847184593331189,69,2016,11,16.116257052618856,0,675
2016-11-07,16.278694531466396,10,2016,11,16.170961648088596,0,676
2016-11-08,14.486555518590212,98,2016,11,16.164412982887303,0,677
2016-11-09,15.243675776742545,34,2016,11,16.149238251739856,0,678
2016-11-10,17.777036949407286,7,2016,11,16.24844858604034,0,679
2016-11-11,16.554955605486708,17,2016,11,16.24065351186657,0,680
2016-11-12,16.338261455953557,80,2016,11,16.219747656116134,0,681
2016-11-13,16.69686712168508,76,2016,11,16.171314930070785,0,682
2016-11-14,19.124732903138465,26,2016,11,16.295864383537232,0,683
2016-11-15,21.19170020709883,52,2016,11,16.603172315537517,0,684
2016-11-16,18.559351104176876,65,2016,11,16.662942317383962,0,685
2016-11-17,17.70396148071941,45,2016,11,16.816715465139666,0,686
2016-11-18,18.823025946420806,76,2016,11,16.959701824809606,0,687
2016-11-19,18.427896302976553,4,2016,11,17.11304588146304,0,688
2016-11-20,19.801745289368718,40,2016,11,17.152956942827352,0,689
2016-11-21,21.063450789912334,16,2016,11,17.189817143403918,0,690
2016-11-22,17.968074817838914,33,2016,11,17.176824701414947,0,691
2016-11-23,16.976140950953823,23,2016,11,17.258475579715927,0,692
2016-11-24,20.5649408438823,59,2016,11,17.427464730013998,0,693
2016-11-25,16.497337439728135,89,2016,11,17.299537866007544,0,694
2016-11-26,20.10872043386914,55,2016,11,17.441416704904658,0,695
2016-11-27,22.48454594040088,96,2016,11,17.63787104586728,0,696
2016-11-28,21.575929510569104,14,2016,11,17.874488595211893,0,697
2016-11-29,18.542560259695374,67,2016,11,17.926003209970826,0,698
2016-11-30,18.459777239741783,46,2016,11,17.959189264649595,0,699
2016-12-01,22.271066523848816,33,2016,12,18.153134627815394,0,700
2016-12-02,22.54091801647605,95,2016,12,18.426192602664464,0,701
2016-12-03,20.545841811633203,38,2016,12,18.506723762431466,0,702
2016-12-04,22.409575583996443,26,2016,12,18.733710731259404,0,703
2016-12-05,20.58673448849087,18,2016,12,18.848375314586658,0,704
2016-12-06,20.52829905818455,96,2016,12,19.004412463415107,0,705
2016-12-07,17.46213352781773,53,2016,12,19.04386042996015,0,706
2016-12-08,24.015328824407582,81,2016,12,19.361486206820725,0,707
2016-12-09,21.05856076703485,11,2016,12,19.55531570649714,0,708
2016-12-10,19.92138828090424,29,2016,12,19.626794084213707,0,709
2016-12-11,23.14963128357299,74,2016,12,19.84661660681658,0,710
2016-12-12,23.342334986917713,95,2016,12,20.08008572451539,0,711
2016-12-13,24.309892394042613,9,2016,12,20.33385323359397,0,712
2016-12-14,21.30758864932414,22,2016,12,20.406615091800163,0,713
2016-12-15,21.647963540131848,78,2016,12,20.421823869567927,0,714
2016-12-16,21.40582032576567,49,2016,12,20.51670617695422,0,715
2016-12-17,22.47713456069149,97,2016,12,20.675811946286622,0,716
2016-12-18,23.30202243819721,0,2016,12,20.825111829345836,0,717
2016-12-19,24.26568776329329,42,2016,12,21.01970487802306,0,718
2016-12-20,23.754205344392016,26,2016,12,21.151453546523836,0,719
2016-12-21,23.682027909024672,77,2016,12,21.238739450494247,0,720
2016-12-22,25.894521606485277,54,2016,12,21.502954343449126,0,721
2016-12-23,22.134893916724245,68,2016,12,21.674912775641474,0,722
2016-12-24,23.497364900074327,55,2016,12,21.77266024418121,0,723
2016-12-25,20.161231854505093,77,2016,12,21.894790058007107,0,724
2016-12-26,25.186807168132617,67,2016,12,22.06405961581589,0,725
2016-12-27,21.671218985578257,62,2016,12,22.036948717321803,0,726
2016-12-28,25.559109632638705,32,2016,12,22.169721388057454,0,727
2016-12-29,22.91442934109226,89,2016,12,22.315450357437353,0,728
2016-12-30,25.72900033988199,55,2016,12,22.557757794108692,0,729
2016-12-31,28.347862156960442,41,2016,12,22.760317648545747,0,730
2017-01-01,26.46969749562061,21,2017,1,22.89127696451723,0,731
2017-01-02,27.886198711978906,46,2017,1,23.135955527862087,0,732
2017-01-03,24.976589031290438,21,2017,1,23.221522642771887,0,733
2017-01-04,24.746647171665536,65,2017,1,23.360186398877712,0,734
2017-01-05,25.52064047374932,69,2017,1,23.526597779396536,0,735
2017-01-06,23.024797605319595,89,2017,1,23.712019915313263,0,736
2017-01-07,22.47324568861805,23,2017,1,23.66061714412028,0,737
2017-01-08,27.906874008819177,1,2017,1,23.888894252179757,0,738
2017-01-09,24.82682847831976,97,2017,1,24.052408925426942,0,739
2017-01-10,24.533590632383426,25,2017,1,24.09854090372062,0,740
2017-01-11,27.83073380892328,48,2017,1,24.248154197787475,0,741
2017-01-12,26.84267119965678,97,2017,1,24.332580157974615,0,742
2017-01-13,30.098781801713717,4,2017,1,24.62561992972093,0,743
2017-01-14,28.071909534248185,92,2017,1,24.839751462858143,0,744
2017-01-15,27.187872404905917,19,2017,1,25.03248653216282,0,745
2017-01-16,28.993370475496793,23,2017,1,25.24969439598966,0,746
2017-01-17,29.631490819103867,66,2017,1,25.460676675353216,0,747
2017-01-18,25.96688064611354,40,2017,1,25.51738310478056,0,748
2017-01-19,27.86348828800336,12,2017,1,25.654359202900938,0,749
2017-01-20,29.269734948039403,91,2017,1,25.84061610420143,0,750
2017-01-21,28.69345202774544,17,2017,1,25.9339137849101,0,751
2017-01-22,31.01198810124393,52,2017,1,26.22981692439409,0,752
2017-01-23,32.09407229924138,89,2017,1,26.516373837699657,0,753
2017-01-24,29.52580837249984,80,2017,1,26.828526388299487,0,754
2017-01-25,27.725614154588214,90,2017,1,26.913153287848004,0,755
2017-01-26,30.057470050707902,47,2017,1,27.192694990018992,0,756
2017-01-27,28.808798295051737,10,2017,1,27.30101794543276,0,757
2017-01-28,33.814284691940756,2,2017,1,27.664346457127706,0,758
2017-01-29,30.27840097385945,3,2017,1,27.815993144926956,0,759
2017-01-30,28.339556791819287,22,2017,1,27.815716299422252,0,760
2017-01-31,26.04211098742093,30,2017,1,27.801463415815597,0,761
2017-02-01,28.23455002436435,1,2017,2,27.813075126228448,0,762
2017-02-02,27.915855356315166,87,2017,2,27.911050670395937,0,763
2017-02-03,30.5255632354201,20,2017,2,28.103681205854418,0,764
2017-02-04,31.731800312070455,9,2017,2,28.310719867131795,0,765
2017-02-05,29.611734866816615,67,2017,2,28.53028444251503,0,766
2017-02-06,30.394289475978013,60,2017,2,28.79431923542703,0,767
2017-02-07,34.068334818338634,17,2017,2,28.999701262411005,0,768
2017-02-08,28.883260516390536,2,2017,2,29.134915663680033,0,769
2017-02-09,29.347598367287503,32,2017,2,29.29538258817684,0,770
2017-02-10,29.760469959854394,81,2017,2,29.359707126541206,0,771
2017-02-11,32.06245041792892,32,2017,2,29.533699767150278,0,772
2017-02-12,37.04089529016048,71,2017,2,29.765103550098505,0,773
2017-02-13,29.982171786257656,0,2017,2,29.82877895849882,0,774
2017-02-14,31.19459201782871,49,2017,2,29.962336278929577,0,775
2017-02-15,29.078159085047833,99,2017,2,29.965162565914614,0,776
2017-02-16,32.612289210311694,78,2017,2,30.064522512288207,0,777
2017-02-17,35.49576480187312,35,2017,2,30.38215198414686,0,778
2017-02-18,31.21432642957665,90,2017,2,30.49384658886597,0,779
2017-02-19,29.346990405380794,22,2017,2,30.496421770777353,0,780
2017-02-20,34.06977958110856,12,2017,2,30.675632689222784,0,781
2017-02-21,29.967215819694808,91,2017,2,30.640806946504483,0,782
2017-02-22,31.92936109902914,53,2017,2,30.635316573164076,0,783
2017-02-23,34.760761853804546,51,2017,2,30.809815022540896,0,784
2017-02-24,30.21927168666382,96,2017,2,30.892936940276755,0,785
2017-02-25,34.019367370303094,95,2017,2,31.02500018426326,0,786
2017-02-26,33.29342163482421,89,2017,2,31.17448762892234,0,787
2017-02-27,34.63108709094146,71,2017,2,31.2017143755557,0,788
2017-02-28,31.826593879886055,92,2017,2,31.253320805756587,0,789
2017-03-01,38.15462413255917,18,2017,3,31.58048971711458,0,790
2017-03-02,31.510667132783063,55,2017,3,31.762774921959984,0,791
2017-03-03,34.472658960428106,78,2017,3,31.970711886495444,0,792
2017-03-04,35.72551686697296,76,2017,3,32.2310339368507,0,793
2017-03-05,35.28203555151809,98,2017,3,32.38958301405397,0,794
2017-03-06,33.70073163461375,82,2017,3,32.45521405813874,0,795
2017-03-07,35.54346630535258,62,2017,3,32.652938439423274,0,796
2017-03-08,37.04668718248119,33,2017,3,32.874685029640055,0,797
2017-03-09,35.74457446322727,28,2017,3,32.93055968446968,0,798
2017-03-10,32.97692576452098,89,2017,3,33.06701519274069,0,799
2017-03-11,33.65720135215991,77,2017,3,33.21066862556977,0,800
2017-03-12,31.3380852163268,49,2017,3,33.263255800785515,0,801
2017-03-13,32.56528853963677,35,2017,3,33.28001707150911,0,802
2017-03-14,37.17486998086662,61,2017,3,33.28448289453265,0,803
2017-03-15,33.95348848635409,33,2017,3,33.4168601178692,0,804
2017-03-16,35.01404750113137,6,2017,3,33.54417530064595,0,805
2017-03-17,40.55980251365606,51,2017,3,33.92689674826622,1,806
2017-03-18,35.75188915844107,34,2017,3,34.031550079870534,0,807
2017-03-19,36.45296432886982,53,2017,3,34.063456730770426,0,808
2017-03-20,34.191565803003655,53,2017,3,34.16269804321799,0,809
2017-03-21,34.17719151744798,46,2017,3,34.32370474695357,0,810
2017-03-22,31.927326234470293,87,2017,3,34.25228963539896,0,811
2017-03-23,32.04061709282954,71,2017,3,34.32140301117012,0,812
2017-03-24,35.76269337590837,92,2017,3,34.449180753732755,0,813
2017-03-25,34.726904540796326,28,2017,3,34.44805217663248,0,814
2017-03-26,37.598734783040484,19,2017,3,34.694034279845035,0,815
2017-03-27,34.07340928008949,80,2017,3,34.695835676837916,0,816
2017-03-28,33.53541991871947,91,2017,3,34.703902286301094,0,817
2017-03-29,35.41944788714808,60,2017,3,34.73018097950798,0,818
2017-03-30,35.242782908221926,30,2017,3,34.84405394711917,0,819
2017-03-31,34.29923457641094,35,2017,3,34.715540961914236,0,820
2017-04-01,36.017561600193936,29,2017,4,34.8657707774946,0,821
2017-04-02,33.30444978580979,82,2017,4,34.82683047167399,0,822
2017-04-03,37.875145045832966,61,2017,4,34.89848474430266,0,823
2017-04-04,37.14887117530118,55,2017,4,34.96071259842876,0,824
2017-04-05,35.0101124436622,14,2017,4,35.00435862539704,0,825
